state,lat,lng,rule,our_confidence,poi_name,nearest_db_pharmacy_km,nearest_db_pharmacy_name,google_pharmacies_found,new_pharmacies,status,verification_method,google_pharmacy_names,db_nearby_names
VIC,-37.7271612,144.8069276,"Item 133, Item 134",75%,Coles,0.39,Keilor Downs Caring Chemist,0,0,needs_review,db_only,,Keilor Downs Caring Chemist (0.39km); Quality Pharmacy Keilor Downs (0.43km)
VIC,-37.0487286,143.7414417,Item 133,75%,Coles,0.40,Maryborough Pharmacy,0,0,needs_review,db_only,,Maryborough Pharmacy (0.40km); Priceline Pharmacy Maryborough (0.44km)
VIC,-38.3316698,144.3198144,Item 133,75%,Coles,0.39,Priceline Pharmacy Torquay,0,0,needs_review,db_only,,Priceline Pharmacy Torquay (0.39km); Surfcoast Pharmacy (0.44km)
VIC,-37.7978511,144.9779798,Item 133,75%,Coles,0.38,Chemist Warehouse,0,0,needs_review,db_only,,Chemist Warehouse (0.38km); Patels Pharmacy (0.46km)
VIC,-36.549703699999995,145.98959405,Item 133,75%,Woolworths,0.41,Healthsave Pharmacy Benalla,0,0,needs_review,db_only,,Healthsave Pharmacy Benalla (0.41km); Jenny Milner-Marsha Watson Pharmacy (0.48km)
VIC,-37.889438,145.2936982,Item 133,75%,Woolworths,0.36,Chemist Warehouse,0,0,needs_review,db_only,,Chemist Warehouse (0.36km)
VIC,-37.758713549999996,145.0686608,"Item 133, Item 134",75%,Woolworths,0.33,Heidelberg Healthcare Pharmacy & Compounding,0,0,needs_review,db_only,,Heidelberg Healthcare Pharmacy & Compounding (0.33km); Chemist Warehouse Heidelberg (0.46km)
VIC,-38.60380685,145.58636405,"Item 133, Item 134",75%,Coles,0.35,Wonthaggi Pharmacy and Health Hub,0,0,needs_review,db_only,,Wonthaggi Pharmacy and Health Hub (0.35km); Wonthaggi Miners' Friendly Society Dispensary (0.37km)
VIC,-37.7578952,144.9638489,Item 133,75%,Woolworths Metro,0.35,Amcal,0,0,needs_review,db_only,,Amcal (0.35km); Baraz Wellness Pharmacy (0.44km); Your Discount Pharmacy (0.47km)
VIC,-36.131069,144.7494176,Item 133,75%,Coles,0.34,Priceline Pharmacy Echuca Square,0,0,needs_review,db_only,,Priceline Pharmacy Echuca Square (0.34km); Echuca Amcal Pharmacy (0.41km)
VIC,-37.82656035,144.95967430000002,"Item 133, Item 134",75%,Woolworths Metro,0.36,Rays Wellness Melbourne,0,0,needs_review,db_only,,Rays Wellness Melbourne (0.36km)
VIC,-38.1744441,146.258408,Item 133,75%,Coles,0.29,Soul Pattinson Pharmacy Moe,0,0,needs_review,db_only,,Soul Pattinson Pharmacy Moe (0.29km); Lloyd Street Discount Chemist (0.37km)
VIC,-37.75626616666667,145.06925973333333,"Item 133, Item 134",75%,Coles,0.28,Heidelberg Healthcare Pharmacy & Compounding,0,0,needs_review,db_only,,Heidelberg Healthcare Pharmacy & Compounding (0.28km); Chemist Warehouse Heidelberg (0.38km)
VIC,-38.17393285,144.57245295,Item 133,75%,Coles,0.26,Peak Pharmacy Drysdale,0,0,needs_review,db_only,,Peak Pharmacy Drysdale (0.26km); Drysdale Village Pharmacy (0.27km)
VIC,-36.7272792,146.9589454,Item 133,75%,Woolworths,0.29,Bright Pharmacy,0,0,needs_review,db_only,,Bright Pharmacy (0.29km)
VIC,-37.0233054,145.1334822,"Item 133, Item 134",75%,Coles,0.29,Chemist Discount Centre Seymour,0,0,needs_review,db_only,,Chemist Discount Centre Seymour (0.29km); Dennis Kilmartin Pharmacy (0.31km)
VIC,-38.13945305,145.126657175,"Item 133, Item 134",75%,Woolworths,0.34,Frankston Compounding Pharmacy,0,0,needs_review,db_only,,Frankston Compounding Pharmacy (0.34km); Chemist Warehouse (0.34km); Unknown Pharmacy (0.40km)
VIC,-37.9494484,145.0033694,Item 133,75%,Coles,0.24,Sandringham Amcal Pharmacy,0,0,needs_review,db_only,,Sandringham Amcal Pharmacy (0.24km)
VIC,-37.8408888,145.2627028,Item 133,75%,Woolworths,0.24,TerryWhite Chemmart Bayswater,0,0,needs_review,db_only,,TerryWhite Chemmart Bayswater (0.24km); Unknown Pharmacy (0.29km); Direct Chemist Outlet Bayswater (0.32km)
VIC,-37.7145205,145.0073117,Item 133,75%,Coles,0.24,My Chemist,0,0,needs_review,db_only,,My Chemist (0.24km); Discount Drug Stores (0.29km)
VIC,-34.2108266,142.1396072,Item 133,75%,Coles,0.22,Direct Chemist Outlet Mildura,0,0,needs_review,db_only,,Direct Chemist Outlet Mildura (0.22km); Chemist Warehouse (0.42km)
VIC,-36.1202037,146.8888404,Item 133,75%,Coles,0.21,TerryWhite Chemmart Wodonga,0,0,needs_review,db_only,,TerryWhite Chemmart Wodonga (0.21km); Chemist Warehouse (0.22km); Elmwood Pharmacy Wodonga (0.49km)
VIC,-38.0321022,145.3450266,Item 133,75%,Coles,0.20,Berwick Pharmacy,0,0,needs_review,db_only,,Berwick Pharmacy (0.20km); Chemist Discount Centre Berwick (0.33km)
VIC,-37.9840734,145.0643704,"Item 133, Item 134",75%,Coles,0.20,Chemist Warehouse,0,0,needs_review,db_only,,Chemist Warehouse (0.20km); Good Health Pharmacy (0.24km)
VIC,-38.3824132,142.518366,Item 133,75%,Woolworths,0.19,Chemist Warehouse Warrnambool,0,0,needs_review,db_only,,Chemist Warehouse Warrnambool (0.19km); Chemist Warehouse (0.27km)
VIC,-37.9865785,145.2183528,Item 133,75%,Coles,0.18,Priceline Pharmacy Dandenong Plaza Upper,0,0,needs_review,db_only,,Priceline Pharmacy Dandenong Plaza Upper (0.18km); Langton Pharmacy (0.26km); TerryWhite Chemmart Dandenong Central (0.30km)
VIC,-38.0231208,144.40967535,Item 133,75%,Coles,0.13,Lara Pharmacy,0,0,needs_review,db_only,,Lara Pharmacy (0.13km)
VIC,-37.8604328,145.0291228,Item 133,75%,Coles,0.18,Amcal Pharmacy Malvern,0,0,needs_review,db_only,,Amcal Pharmacy Malvern (0.18km); Pharmacy NEO Malvern Central (0.27km); The Specialist Centre Pharmacy (0.44km)
VIC,-37.638387,144.9323564,Item 133,75%,Coles,0.17,Chemist Warehouse,0,0,needs_review,db_only,,Chemist Warehouse (0.17km)
VIC,-37.5644091,143.8621232,Item 133,75%,Woolworths,0.17,UFS Dispensaries Ballarat (Bridge Mall),0,0,needs_review,db_only,,UFS Dispensaries Ballarat (Bridge Mall) (0.17km); Priceline Pharmacy (0.24km); Eureka Medical Centre Pharmacy (0.32km)
VIC,-34.1833877,142.159892,Item 133,75%,Coles,0.17,My Chemist,0,0,needs_review,db_only,,My Chemist (0.17km); Priceline Pharmacy Mildura (0.26km); Chemist Warehouse (0.41km)
VIC,-37.8682575,145.240404,Item 133,75%,Coles,0.16,TerryWhite Chemmart Knox,0,0,needs_review,db_only,,TerryWhite Chemmart Knox (0.16km); Priceline Pharmacy Knox (0.16km); Priceline Pharmacy Knox (0.20km)
VIC,-37.82538165,144.99385575,"Item 133, Item 134",75%,Coles,0.24,Priceline Pharmacy,0,0,needs_review,db_only,,Priceline Pharmacy (0.24km)
VIC,-38.06173415,145.3399234,Item 133,75%,Coles,0.14,PharmaSave,0,0,needs_review,db_only,,PharmaSave (0.14km); Eden Rise Pharmacy (0.19km)
VIC,-37.6889515,144.9599995,Item 133,75%,Coles,0.16,Campbellfield Pharmacy,0,0,needs_review,db_only,,Campbellfield Pharmacy (0.16km); Chemist Warehouse (0.37km)
VIC,-37.8689178,144.8299879,Item 133,75%,Coles,0.16,Chemist Discount Centre Altona,0,0,needs_review,db_only,,Chemist Discount Centre Altona (0.16km)
VIC,-37.825797050000006,147.63329099999999,"Item 133, Item 134",75%,Coles,0.25,Complete Care Pharmacy Bairnsdale,0,0,needs_review,db_only,,Complete Care Pharmacy Bairnsdale (0.25km); Priceline Pharmacy Bairnsdale (0.33km)
VIC,-38.6038483,145.58933833333333,"Item 133, Item 134",75%,Woolworths,0.23,Wonthaggi Pharmacy and Health Hub,0,0,needs_review,db_only,,Wonthaggi Pharmacy and Health Hub (0.23km); Wonthaggi Miners' Friendly Society Dispensary (0.30km)
VIC,-36.7139538,142.1977247,Item 133,75%,Coles,0.15,Priceline Pharmacy Horsham,0,0,needs_review,db_only,,Priceline Pharmacy Horsham (0.15km); TerryWhite Chemmart Horsham Compounding (0.15km); Horsham Amcal Pharmacy (0.21km)
VIC,-38.0849951,145.2928351,Item 133,75%,Coles,0.15,Chemist Warehouse,0,0,needs_review,db_only,,Chemist Warehouse (0.15km)
VIC,-36.5497326,145.9858493,Item 133,75%,Coles,0.15,Healthsave Pharmacy Benalla,0,0,needs_review,db_only,,Healthsave Pharmacy Benalla (0.15km); Jenny Milner-Marsha Watson Pharmacy (0.22km); TerryWhite Chemmart Benalla (0.28km)
VIC,-37.5336188,143.8252408,Item 133,75%,Woolworths Stocklands,0.14,Priceline Pharmacy Stocklands,0,0,needs_review,db_only,,Priceline Pharmacy Stocklands (0.14km); The Ballarat Pet Pharmacy (0.50km)
VIC,-38.0185007,145.306709,Item 133,75%,Coles,0.14,Chemist Warehouse Westfield Fountain Gate,0,0,needs_review,db_only,,Chemist Warehouse Westfield Fountain Gate (0.14km); Chemist Warehouse (0.26km); Priceline Pharmacy Fountain Gate (0.26km)
VIC,-37.742482,144.9658855,Item 133,75%,Coles,0.14,Healthline Pharmacy,0,0,needs_review,db_only,,Healthline Pharmacy (0.14km); Chemist Warehouse (0.14km); Coburg UFS Pharmacy (0.17km)
VIC,-36.8108831,144.2435224,Item 133,75%,Coles,0.14,Priceline Pharmacy,0,0,needs_review,db_only,,Priceline Pharmacy (0.14km); Priceline Pharmacy Lansell Square (0.26km)
VIC,-37.8165743,144.89154935,Item 133,75%,Woolworths Metro,0.12,Miles Yarraville Village Pharmacy,0,0,needs_review,db_only,,Miles Yarraville Village Pharmacy (0.12km)
